Threads,Dim,Version,Sym,Trans,SpeedupSym,SpeedupTrans,EfficencySym,EfficencyTrans,Weak Scaling
3,256,OMP,0.000343,0.0004836,0.5259475219,0.8978494624,17.53158406,29.92831541,
4,256,OMP,0.0003178,0.0006004,0.5676526117,0.7231845436,14.19131529,18.07961359,
5,256,OMP,0.000336,0.0004456,0.5369047619,0.9744165171,10.73809524,19.48833034,
6,256,OMP,0.0002828,0.0004416,0.6379066478,0.9832427536,10.63177746,16.38737923,
7,256,OMP,0.0002956,0.0004216,0.6102841678,1.029886148,8.718345254,14.71265926,
8,256,OMP,0.0003062,0.0004934,0.5891574135,0.880016214,7.364467668,11.00020268,
9,256,OMP,0.0003326,0.0004384,0.5423932652,0.990419708,6.026591835,11.00466342,
10,256,OMP,0.000349,0.0004382,0.5169054441,0.9908717481,5.169054441,9.908717481,
11,256,OMP,0.0003208,0.0004572,0.5623441397,0.9496937883,5.112219451,8.633579893,
12,256,OMP,0.000345,0.0004878,0.5228985507,0.8901189012,4.357487923,7.41765751,
13,256,OMP,0.0003886,0.0004486,0.4642305713,0.9679001337,3.571004394,7.445385644,
14,256,OMP,0.0004006,0.0004886,0.4503245132,0.8886614818,3.216603666,6.347582013,
15,256,OMP,0.0003942,0.000481,0.4576357179,0.9027027027,3.050904786,6.018018018,
16,256,OMP,0.0003894,0.000489,0.4632768362,0.8879345603,2.895480226,5.549591002,
17,256,OMP,0.000421,0.0004804,0.4285035629,0.9038301415,2.520609194,5.316647891,
18,256,OMP,0.0004708,0.0004784,0.3831775701,0.9076086957,2.128764278,5.042270531,
19,256,OMP,0.0004606,0.0004384,0.3916630482,0.990419708,2.061384464,5.212735305,
20,256,OMP,0.0004668,0.0004682,0.3864610111,0.9273814609,1.932305056,4.636907305,
21,256,OMP,0.000502,0.0005178,0.3593625498,0.8385477018,1.711250237,3.993084294,
22,256,OMP,0.0005378,0.0005174,0.3354406843,0.8391959799,1.524730383,3.814527181,
23,256,OMP,0.0005064,0.0004256,0.3562401264,1.020206767,1.548870115,4.435681595,
24,256,OMP,0.0005296,0.0004362,0.3406344411,0.9954149473,1.419310171,4.14756228,
25,256,OMP,0.0005544,0.0003786,0.3253968254,1.146856841,1.301587302,4.587427364,
26,256,OMP,0.0005832,0.0004316,0.3093278464,1.006024096,1.189722486,3.869323448,
27,256,OMP,0.0005764,0.0004192,0.3129770992,1.035782443,1.159174442,3.836231269,
28,256,OMP,0.000578,0.0004254,0.3121107266,1.020686413,1.114681167,3.645308617,
29,256,OMP,0.0006098,0.0004594,0.2958346999,0.9451458424,1.020119655,3.259123594,
30,256,OMP,0.000645,0.0004586,0.2796899225,0.9467945922,0.9322997416,3.155981974,
31,256,OMP,0.000635,0.0004112,0.2840944882,1.055933852,0.9164338329,3.406238233,
32,256,OMP,0.0006496,0.0004434,0.2777093596,0.9792512404,0.8678417488,3.060160126,
33,256,OMP,0.0006716,0.0004496,0.2686122692,0.965747331,0.8139765734,2.926507064,
34,256,OMP,0.000695,0.0004244,0.2595683453,1.023091423,0.7634363098,3.009092421,
35,256,OMP,0.0007066,0.0003956,0.2553071044,1.097573306,0.7294488698,3.135923732,
36,256,OMP,0.0007158,0.0004468,0.2520257055,0.9717994628,0.7000714042,2.699442952,
37,256,OMP,0.0007528,0.0003758,0.2396386823,1.155401809,0.6476721142,3.122707593,
38,256,OMP,0.000763,0.0003788,0.2364351245,1.14625132,0.6221976961,3.016450842,
39,256,OMP,0.0008244,0.0004012,0.2188258127,1.08225324,0.5610918275,2.775008308,
40,256,OMP,0.0007864,0.0004004,0.2293997965,1.084415584,0.5734994914,2.711038961,
41,256,OMP,0.0008164,0.00045,0.2209701127,0.9648888889,0.5389514944,2.353387534,
42,256,OMP,0.0008254,0.0004172,0.2185606978,1.040747843,0.5203826139,2.477971054,
43,256,OMP,0.0008332,0.0004502,0.2165146423,0.9644602399,0.5035224241,2.24293079,
44,256,OMP,0.0008402,0.0004278,0.2147107831,1.014960262,0.4879790526,2.306727868,
45,256,OMP,0.0008558,0.000423,0.2107969152,1.026477541,0.4684375893,2.281061203,
46,256,OMP,0.0008768,0.0004692,0.2057481752,0.9254049446,0.4472786417,2.01174988,
47,256,OMP,0.000885,0.000441,0.2038418079,0.9845804989,0.4337059743,2.094852125,
48,256,OMP,0.0008926,0.00044,0.2021062066,0.9868181818,0.4210545971,2.055871212,
49,256,OMP,0.0009282,0.000455,0.1943546649,0.9542857143,0.3966421734,1.947521866,
50,256,OMP,0.0009388,0.0004276,0.1921602045,1.015434986,0.384320409,2.030869972,
51,256,OMP,0.000944,0.0004486,0.1911016949,0.9679001337,0.3747092057,1.8978434,
52,256,OMP,0.0009828,0.0004102,0.1835571836,1.058508045,0.3529945838,2.035592394,
53,256,OMP,0.0009798,0.000447,0.184119208,0.9713646532,0.3473947321,1.832763497,
54,256,OMP,0.0009928,0.0004256,0.1817082998,1.020206767,0.3364968514,1.889271791,
55,256,OMP,0.0010182,0.000442,0.1771754076,0.9823529412,0.3221371047,1.786096257,
56,256,OMP,0.0010622,0.0004676,0.169836189,0.9285714286,0.303278909,1.658163265,
57,256,OMP,0.0010578,0.0004416,0.1705426357,0.9832427536,0.2991976064,1.724987287,
58,256,OMP,0.001116,0.000451,0.1616487455,0.9627494457,0.2787047337,1.659912837,
59,256,OMP,0.001114,0.0004684,0.1619389587,0.9269854825,0.2744728114,1.571161835,
60,256,OMP,0.001123,0.0003996,0.1606411398,1.086586587,0.267735233,1.810977644,
61,256,OMP,0.0011314,0.0004464,0.1594484709,0.9726702509,0.2613909359,1.594541395,
62,256,OMP,0.0011306,0.0004404,0.1595612949,0.9859218892,0.2573569272,1.590196595,
63,256,OMP,0.0011618,0.0004698,0.1552762954,0.9242230736,0.2464703102,1.467020752,
64,256,OMP,0.0011944,0.000423,0.1510381782,1.026477541,0.2359971534,1.603871158,
65,256,OMP,0.0012056,0.0004666,0.1496350365,0.9305615088,0.2302077485,1.43163309,
66,256,OMP,0.0012682,0.000459,0.1422488566,0.9459694989,0.2155285707,1.43328712,
67,256,OMP,0.0012344,0.0004778,0.1461438756,0.9087484303,0.2181251874,1.356340941,
68,256,OMP,0.0012924,0.000468,0.1395852677,0.9277777778,0.2052724525,1.364379085,
69,256,OMP,0.0012844,0.0004738,0.140454687,0.9164204306,0.2035575174,1.328145552,
70,256,OMP,0.00133,0.0004586,0.1356390977,0.9467945922,0.1937701396,1.352563703,
71,256,OMP,0.0013132,0.0004604,0.1373743527,0.9430929626,0.1934850038,1.328299947,
72,256,OMP,0.0013404,0.0004342,0.1345866905,1,0.1869259591,1.388888889,
73,256,OMP,0.0013182,0.000463,0.1368532848,0.9377969762,0.1874702531,1.284653392,
74,256,OMP,0.0013634,0.0004484,0.1323162682,0.9683318466,0.1788057678,1.308556549,
75,256,OMP,0.001377,0.0004522,0.1310094408,0.9601946042,0.1746792544,1.280259472,
76,256,OMP,0.0014574,0.0004688,0.1237820777,0.9261945392,0.1628711548,1.218677025,
77,256,OMP,0.0014356,0.0004776,0.1256617442,0.9091289782,0.1631970704,1.180686985,
78,256,OMP,0.0014958,0.0004886,0.1206043589,0.8886614818,0.1546209729,1.139309592,
79,256,OMP,0.0015164,0.0004644,0.118965972,0.9349698536,0.150589838,1.183506144,
80,256,OMP,0.00152,0.0004778,0.1186842105,0.9087484303,0.1483552632,1.135935538,
81,256,OMP,0.0015808,0.0004464,0.1141194332,0.9726702509,0.1408881891,1.20082747,
82,256,OMP,0.0015818,0.0004874,0.1140472879,0.890849405,0.1390820584,1.086401713,
83,256,OMP,0.0016126,0.000472,0.1118690314,0.9199152542,0.1347819655,1.108331632,
84,256,OMP,0.001635,0.0004638,0.1103363914,0.9361793877,0.1313528469,1.114499271,
85,256,OMP,0.0034824,0.0004828,0.05180335401,0.8993371997,0.06094512236,1.058043764,
86,256,OMP,0.002258,0.0005056,0.07989371125,0.8587816456,0.09289966424,0.9985833088,
87,256,OMP,0.0023962,0.0004364,0.07528586929,0.9949587534,0.08653548195,1.143630751,
88,256,OMP,0.0032626,0.0014244,0.05529332434,0.3048301039,0.06283332312,0.3463978453,
89,256,OMP,0.00294,0.0004624,0.06136054422,0.9390138408,0.06894443171,1.055071731,
90,256,OMP,0.002237,0.0004642,0.08064371927,0.9353726842,0.08960413252,1.039302982,
91,256,OMP,0.0045484,0.0004706,0.03966229883,0.9226519337,0.04358494377,1.013903224,
92,256,OMP,0.0051942,0.001388,0.03473104617,0.3128242075,0.03775113714,0.3400263125,
93,256,OMP,0.0071448,0.0022974,0.02524913224,0.1889962566,0.02714960455,0.2032217813,
94,256,OMP,0.0084844,0.0050422,0.02126255245,0.08611320455,0.02261973665,0.09160979208,
95,256,OMP,0.0100408,0.0068104,0.01796669588,0.06375543287,0.01891231145,0.06711098197,
96,256,OMP,0.0087706,0.0076676,0.02056871822,0.05662788878,0.02142574814,0.05898738414,
1,512,SEQ,0.0011562,0.0029034,0,0,0,0,
1,512,OMP,0.0009854,0.0020102,1.173330627,1.444333897,117.3330627,144.4333897,
2,512,OMP,0.000973,0.0016854,1.188283659,1.722677109,59.41418294,86.13385546,
3,512,OMP,0.0008388,0.0010756,1.378397711,2.699330606,45.94659037,89.97768687,
4,512,OMP,0.0007626,0.0017944,1.516129032,1.618033883,37.90322581,40.45084708,
5,512,OMP,0.0006812,0.0008184,1.697298884,3.547653959,33.94597769,70.95307918,
6,512,OMP,0.000656,0.0008936,1.7625,3.249104745,29.375,54.15174575,
7,512,OMP,0.000631,0.0006672,1.832329635,4.351618705,26.17613765,62.1659815,
8,512,OMP,0.0005552,0.0021744,2.082492795,1.335264901,26.03115994,16.69081126,
9,512,OMP,0.000545,0.0007188,2.12146789,4.039232053,23.57186544,44.88035615,
10,512,OMP,0.0005844,0.000928,1.978439425,3.128663793,19.78439425,31.28663793,
11,512,OMP,0.0005292,0.001181,2.184807256,2.458425064,19.86188415,22.34931876,
12,512,OMP,0.0005528,0.0008224,2.091534009,3.530398833,17.42945007,29.41999027,
13,512,OMP,0.000544,0.0008138,2.125367647,3.567707053,16.3489819,27.44390041,
14,512,OMP,0.0005764,0.0008332,2.005898681,3.484637542,14.32784772,24.89026816,
15,512,OMP,0.0005184,0.0013306,2.230324074,2.182023147,14.86882716,14.54682098,
16,512,OMP,0.000545,0.002354,2.12146789,1.233389975,13.25917431,7.708687341,
17,512,OMP,0.000616,0.0012852,1.876948052,2.259103641,11.04087089,13.28884495,
18,512,OMP,0.000596,0.0010432,1.939932886,2.783167178,10.77740492,15.46203988,
19,512,OMP,0.0005974,0.001066,1.935386676,2.723639775,10.18624566,14.33494618,
20,512,OMP,0.000578,0.0010676,2.000346021,2.719557887,10.0017301,13.59778943,
21,512,OMP,0.0006234,0.0009888,1.85466795,2.936286408,8.831752143,13.98231623,
22,512,OMP,0.0006396,0.0011276,1.807692308,2.574849237,8.216783217,11.70386017,
23,512,OMP,0.0006548,0.001149,1.765729994,2.52689295,7.67708693,10.98649109,
24,512,OMP,0.0006768,0.001149,1.708333333,2.52689295,7.118055556,10.52872063,
25,512,OMP,0.000672,0.0011608,1.720535714,2.501206065,6.882142857,10.00482426,
26,512,OMP,0.0007084,0.0012922,1.632128741,2.24686581,6.277418234,8.641791578,
27,512,OMP,0.0006978,0.001244,1.656921754,2.33392283,6.136747237,8.644158628,
28,512,OMP,0.0007164,0.0013466,1.613902848,2.156096836,5.763938741,7.700345845,
29,512,OMP,0.0007508,0.0014394,1.539957379,2.017090454,5.310197858,6.955484325,
30,512,OMP,0.0007838,0.0017188,1.475121204,1.689201769,4.917070681,5.630672562,
31,512,OMP,0.0008086,0.0020758,1.429878803,1.398689662,4.612512267,4.511902135,
32,512,OMP,0.000814,0.0026422,1.42039312,1.098857013,4.438728501,3.433928166,
33,512,OMP,0.000814,0.0023042,1.42039312,1.260046871,4.304221577,3.818323851,
34,512,OMP,0.0008626,0.0017436,1.340366334,1.665175499,3.942253925,4.897574997,
35,512,OMP,0.0008814,0.001465,1.311776719,1.981843003,3.747933482,5.662408581,
36,512,OMP,0.0008496,0.0014724,1.360875706,1.971882641,3.780210295,5.477451779,
37,512,OMP,0.0009044,0.001563,1.27841663,1.857581574,3.455180081,5.02049074,
38,512,OMP,0.000889,0.0015678,1.30056243,1.851894374,3.42253271,4.873406248,
39,512,OMP,0.0009426,0.0015484,1.226607257,1.875096874,3.145146812,4.807940703,
40,512,OMP,0.0009054,0.001708,1.277004639,1.699882904,3.192511597,4.24970726,
41,512,OMP,0.000929,0.0016262,1.244564047,1.785389251,3.035522067,4.354607929,
42,512,OMP,0.000946,0.001772,1.222198732,1.638487585,2.90999698,3.901160916,
43,512,OMP,0.0010038,0.0017494,1.151823072,1.659654739,2.678658308,3.859662183,
44,512,OMP,0.00097,0.0017838,1.191958763,1.62764884,2.708997188,3.699201908,
45,512,OMP,0.0010078,0.0018696,1.147251439,1.552952503,2.549447642,3.451005563,
46,512,OMP,0.0010354,0.001927,1.116669886,1.506694344,2.427543231,3.275422486,
47,512,OMP,0.0010564,0.001866,1.094471791,1.555948553,2.328663385,3.310528836,
48,512,OMP,0.0010622,0.0020532,1.088495575,1.41408533,2.267699115,2.946011105,
49,512,OMP,0.0011174,0.0021096,1.034723465,1.376279863,2.111680541,2.808734415,
50,512,OMP,0.0010984,0.002074,1.052621996,1.399903568,2.105243991,2.799807136,
51,512,OMP,0.0011292,0.002093,1.023910733,1.387195413,2.007668104,2.719991006,
52,512,OMP,0.0011302,0.0021226,1.023004778,1.367850749,1.967316881,2.63048221,
53,512,OMP,0.0011214,0.0020624,1.031032638,1.407777347,1.9453446,2.656183673,
54,512,OMP,0.0011574,0.0020628,0.9989631934,1.407504363,1.84993184,2.606489561,
55,512,OMP,0.0011712,0.0021724,0.987192623,1.3364942,1.794895678,2.429989454,
56,512,OMP,0.0011936,0.0022604,0.9686662198,1.284462927,1.729761107,2.293683798,
57,512,OMP,0.0012112,0.0023286,0.9545904888,1.246843597,1.674720156,2.187444907,
58,512,OMP,0.0012254,0.0024338,0.9435286437,1.192949297,1.626773524,2.056809133,
59,512,OMP,0.001277,0.0024104,0.905403289,1.204530368,1.534581846,2.041576896,
60,512,OMP,0.0012902,0.0024282,0.8961401333,1.195700519,1.493566889,1.992834198,
61,512,OMP,0.0012832,0.0024084,0.9010286783,1.205530643,1.477096194,1.976279742,
62,512,OMP,0.0013222,0.002561,0.8744516715,1.133697774,1.410405922,1.828544797,
63,512,OMP,0.0013248,0.002714,0.8727355072,1.069786293,1.385294456,1.698073481,
64,512,OMP,0.0013526,0.0025982,0.8547981665,1.117465938,1.335622135,1.746040528,
65,512,OMP,0.0013632,0.0026606,0.8481514085,1.091257611,1.304848321,1.678857863,
66,512,OMP,0.0013686,0.002579,0.8448049101,1.125785188,1.28000744,1.705735133,
67,512,OMP,0.0014116,0.0027142,0.8190705582,1.069707464,1.22249337,1.596578305,
68,512,OMP,0.0013964,0.0025314,0.8279862504,1.146954255,1.217626839,1.686697433,
69,512,OMP,0.0014402,0.0026392,0.8028051659,1.100106093,1.163485748,1.594356656,
70,512,OMP,0.0014306,0.002629,0.8081923668,1.104374287,1.154560524,1.577677553,
71,512,OMP,0.0014864,0.0025132,0.7778525296,1.155260226,1.095566943,1.627127079,
72,512,OMP,0.001533,0.002515,0.7542074364,1.1544334,1.047510328,1.603379722,
73,512,OMP,0.0015382,0.002721,0.7516577818,1.067034179,1.029668194,1.461690656,
74,512,OMP,0.001534,0.002516,0.7537157757,1.153974563,1.018534832,1.559425085,
75,512,OMP,0.001548,0.0025922,0.7468992248,1.120052465,0.9958656331,1.493403287,
76,512,OMP,0.0015906,0.002798,0.7268955111,1.037669764,0.956441462,1.365354953,
77,512,OMP,0.0015968,0.0028462,0.7240731463,1.020096971,0.9403547354,1.324801262,
78,512,OMP,0.0015988,0.0026526,0.7231673755,1.094548745,0.9271376609,1.403267621,
79,512,OMP,0.0016298,0.0024346,0.7094121978,1.192557299,0.8979901238,1.509566201,
80,512,OMP,0.0016958,0.0026956,0.6818020993,1.077088589,0.8522526241,1.346360736,
81,512,OMP,0.0016936,0.002633,0.6826877657,1.102696544,0.8428244021,1.361353758,
82,512,OMP,0.0017068,0.002704,0.677408015,1.073742604,0.8261073354,1.309442199,
83,512,OMP,0.0017238,0.0025588,0.6707274626,1.134672503,0.8081053766,1.367075305,
84,512,OMP,0.0017708,0.00269,0.6529252315,1.079330855,0.7772919423,1.284917685,
85,512,OMP,0.0018314,0.0026618,0.6313203014,1.090765647,0.7427297664,1.283253703,
86,512,OMP,0.0018034,0.0026614,0.6411223245,1.090929586,0.745491075,1.268522774,
87,512,OMP,0.0025528,0.0025404,0.4529144469,1.142890883,0.5205913183,1.313667682,
88,512,OMP,0.0035022,0.0025772,0.3301353435,1.126571473,0.3751537994,1.280194856,
89,512,OMP,0.0041348,0.0025428,0.2796265841,1.141812176,0.3141871732,1.282935029,
90,512,OMP,0.0021672,0.0027532,0.5334994463,1.0545547,0.5927771625,1.171727444,
91,512,OMP,0.0030606,0.0032996,0.3777690649,0.8799248394,0.4151308405,0.9669503729,
92,512,OMP,0.004413,0.002703,0.2619986404,1.074139845,0.2847811308,1.167543309,
93,512,OMP,0.0093094,0.00729,0.1241970481,0.3982716049,0.1335452131,0.4282490376,
94,512,OMP,0.0091752,0.006363,0.1260136019,0.4562942008,0.1340570233,0.4854193626,
95,512,OMP,0.0072522,0.0062612,0.1594274841,0.4637130263,0.1678184043,0.488118975,
96,512,OMP,0.0098842,0.0094966,0.1169745655,0.305730472,0.1218485057,0.3184692416,
1,1024,SEQ,0.0051918,0.0209824,0,0,0,0,
1,1024,OMP,0.0039328,0.009744,1.320128153,2.153366174,132.0128153,215.3366174,
2,1024,OMP,0.0028634,0.0077892,1.813159181,2.693781133,90.65795907,134.6890566,
3,1024,OMP,0.0023488,0.0049014,2.210405313,4.280899335,73.68017711,142.6966445,
4,1024,OMP,0.0019046,0.006562,2.725926704,3.197561719,68.14816759,79.93904297,
5,1024,OMP,0.0016148,0.003397,3.215135001,6.176744186,64.30270002,123.5348837,
6,1024,OMP,0.0016222,0.0034004,3.2004685,6.170568168,53.34114166,102.8428028,
7,1024,OMP,0.0013364,0.0027532,3.884914696,7.621095453,55.49878137,108.8727922,
8,1024,OMP,0.0014148,0.0087648,3.669635284,2.393939394,45.87044105,29.92424242,
9,1024,OMP,0.0012624,0.0026792,4.112642586,7.83159152,45.69602873,87.01768355,
10,1024,OMP,0.001133,0.0022458,4.582347749,9.342951287,45.82347749,93.42951287,
11,1024,OMP,0.0011702,0.0025174,4.436677491,8.334948757,40.33343174,75.77226142,
12,1024,OMP,0.001135,0.0031018,4.574273128,6.764588304,38.11894273,56.3715692,
13,1024,OMP,0.0010772,0.0031948,4.819717787,6.567672468,37.07475221,50.52055744,
14,1024,OMP,0.001087,0.0023264,4.776264949,9.019257221,34.11617821,64.42326587,
15,1024,OMP,0.0010898,0.0017846,4.763993393,11.75748067,31.75995596,78.38320445,
16,1024,OMP,0.0011592,0.0160354,4.478778468,1.308504933,27.99236542,8.17815583,
17,1024,OMP,0.001,0.0018006,5.1918,11.65300455,30.54,68.54708561,
18,1024,OMP,0.0010192,0.0027836,5.09399529,7.537864636,28.29997384,41.87702575,
19,1024,OMP,0.00096,0.0024564,5.408125,8.541931282,28.46381579,44.95753306,
20,1024,OMP,0.0010538,0.0017656,4.926741317,11.88400544,24.63370659,59.42002719,
21,1024,OMP,0.0009902,0.0053212,5.243183195,3.943170713,24.96753903,18.7770034,
22,1024,OMP,0.0010168,0.0042966,5.106018883,4.883489271,23.20917674,22.1976785,
23,1024,OMP,0.0010696,0.002032,4.853964099,10.32598425,21.10419173,44.8955837,
24,1024,OMP,0.0010582,0.001878,4.906255906,11.17273695,20.44273294,46.55307064,
25,1024,OMP,0.0009838,0.0034754,5.277292133,6.037405766,21.10916853,24.14962306,
26,1024,OMP,0.0010314,0.0036208,5.033740547,5.794962439,19.36054056,22.28831707,
27,1024,OMP,0.0010674,0.0026786,4.863968522,7.833345778,18.01469823,29.01239177,
28,1024,OMP,0.001021,0.0023134,5.085014691,9.069940348,18.16076676,32.3926441,
29,1024,OMP,0.0010778,0.0023782,4.8170347,8.822807165,16.61046448,30.42347298,
30,1024,OMP,0.0010972,0.002224,4.731862924,9.434532374,15.77287641,31.44844125,
31,1024,OMP,0.0010952,0.004316,4.740504018,4.861538462,15.29194844,15.68238213,
32,1024,OMP,0.0011264,0.0136406,4.609197443,1.538231456,14.40374201,4.8069733,
33,1024,OMP,0.001095,0.004636,4.741369863,4.525970664,14.36778746,13.71506262,
34,1024,OMP,0.0011318,0.0024236,4.58720622,8.657534247,13.491783,25.46333602,
35,1024,OMP,0.0011548,0.0026934,4.495843436,7.79030222,12.84526696,22.25800634,
36,1024,OMP,0.001186,0.0025858,4.377571669,8.114471343,12.1599213,22.54019818,
37,1024,OMP,0.0011598,0.0026808,4.476461459,7.826917338,12.09854448,21.15383064,
38,1024,OMP,0.0011866,0.0027578,4.375358166,7.608383494,11.51410044,20.02206183,
39,1024,OMP,0.001201,0.0028244,4.322897585,7.428976066,11.08435278,19.04865658,
40,1024,OMP,0.0011852,0.0028008,4.380526493,7.491573836,10.95131623,18.72893459,
41,1024,OMP,0.0012836,0.0042684,4.044717981,4.915752975,9.865165807,11.9896414,
42,1024,OMP,0.0012658,0.0055882,4.101595829,3.754768977,9.765704354,8.939926137,
43,1024,OMP,0.0012882,0.0059594,4.030274802,3.520891365,9.372732098,8.188119453,
44,1024,OMP,0.0012688,0.0058076,4.091897856,3.612921,9.299767855,8.211184091,
45,1024,OMP,0.0013374,0.0040864,3.88200987,5.134690681,8.6266886,11.41042374,
46,1024,OMP,0.0013056,0.0032776,3.9765625,6.401757383,8.644701087,13.91686388,
47,1024,OMP,0.0013628,0.0033396,3.809656589,6.282908133,8.105652318,13.36788964,
48,1024,OMP,0.0013408,0.0034698,3.872165871,6.047149692,8.067012232,12.59822852,
