Threads,Dim,Version,Sym,Trans
73,128,OMP,0.001301,9.82e-05
74,128,OMP,0.0014206,8.56e-05
75,128,OMP,0.0013636,8.26e-05
76,128,OMP,0.0014188,8.66e-05
77,128,OMP,0.0015084,8.46e-05
78,128,OMP,0.0015474,9.82e-05
79,128,OMP,0.001417,7.58e-05
80,128,OMP,0.0015254,9.22e-05
81,128,OMP,0.0015602,8.46e-05
82,128,OMP,0.0015616,8.58e-05
83,128,OMP,0.001543,8.5e-05
84,128,OMP,0.00159,9.08e-05
85,128,OMP,0.0018016,8.76e-05
86,128,OMP,0.0020864,7.7e-05
87,128,OMP,0.0024444,9.28e-05
88,128,OMP,0.0018132,8.42e-05
89,128,OMP,0.005242,9.76e-05
90,128,OMP,0.0033346,0.0001034
91,128,OMP,0.0054238,0.0010332
92,128,OMP,0.007145,0.0001052
93,128,OMP,0.0072904,0.0032942
94,128,OMP,0.0082286,0.0010584
95,128,OMP,0.0086092,0.0057112
96,128,OMP,0.010498,0.0085768
1,256,SEQ,0.0001792,0.0004318
1,256,OMP,0.0002286,0.0004246
2,256,OMP,0.0003488,0.0003812
3,256,OMP,0.0003126,0.0004044
4,256,OMP,0.0003004,0.0002946
5,256,OMP,0.0002902,0.0004106
6,256,OMP,0.0003092,0.0003512
7,256,OMP,0.000314,0.0003618
8,256,OMP,0.000297,0.0004276
9,256,OMP,0.0003422,0.000386
10,256,OMP,0.0003406,0.0004342
11,256,OMP,0.0003174,0.0004276
12,256,OMP,0.000321,0.00043
13,256,OMP,0.0003482,0.0004578
14,256,OMP,0.0003702,0.0004902
15,256,OMP,0.0003886,0.0004818
16,256,OMP,0.0003914,0.0004856
17,256,OMP,0.0005324,0.0005072
18,256,OMP,0.0004456,0.0005002
19,256,OMP,0.0004836,0.0005154
20,256,OMP,0.0005056,0.0004992
21,256,OMP,0.000473,0.0004544
22,256,OMP,0.0005248,0.0004878
23,256,OMP,0.0005266,0.000483
24,256,OMP,0.000532,0.0005106
25,256,OMP,0.0005682,0.0004902
26,256,OMP,0.000596,0.0004448
27,256,OMP,0.0005988,0.0005026
28,256,OMP,0.0005998,0.000435
29,256,OMP,0.0006086,0.000483
30,256,OMP,0.0006282,0.0004718
31,256,OMP,0.000668,0.0004472
32,256,OMP,0.000636,0.0004768
33,256,OMP,0.0006728,0.0004274
34,256,OMP,0.000752,0.0004728
35,256,OMP,0.0007074,0.000469
36,256,OMP,0.0006834,0.0004918
37,256,OMP,0.000691,0.0004376
38,256,OMP,0.0007436,0.0004032
39,256,OMP,0.0007488,0.0004578
40,256,OMP,0.0007454,0.0004746
41,256,OMP,0.0008222,0.000468
42,256,OMP,0.0007868,0.0004344
43,256,OMP,0.0008178,0.0004794
44,256,OMP,0.000846,0.0004592
45,256,OMP,0.0008402,0.0004596
46,256,OMP,0.0008658,0.0004322
47,256,OMP,0.0009338,0.0004372
48,256,OMP,0.0009008,0.000417
49,256,OMP,0.0009332,0.0004322
50,256,OMP,0.0009366,0.0004328
51,256,OMP,0.0009778,0.0004302
52,256,OMP,0.0009794,0.0004456
53,256,OMP,0.0009562,0.0004404
54,256,OMP,0.0009962,0.0004458
55,256,OMP,0.0010324,0.0004258
56,256,OMP,0.0010716,0.0004526
57,256,OMP,0.0010498,0.0004254
58,256,OMP,0.0010864,0.0004296
59,256,OMP,0.0010662,0.000395
60,256,OMP,0.0011568,0.0004434
61,256,OMP,0.0011216,0.0004342
62,256,OMP,0.0011366,0.0004218
63,256,OMP,0.0011248,0.0004212
64,256,OMP,0.001196,0.0004266
65,256,OMP,0.001187,0.0004262
66,256,OMP,0.0012344,0.0004326
67,256,OMP,0.0012466,0.0004078
68,256,OMP,0.0012534,0.0004674
69,256,OMP,0.00146,0.0004404
70,256,OMP,0.001304,0.0004154
71,256,OMP,0.0013598,0.0004052
72,256,OMP,0.0013144,0.000435
73,256,OMP,0.001383,0.0004346
74,256,OMP,0.001375,0.0004592
75,256,OMP,0.001496,0.0004456
76,256,OMP,0.0014312,0.0004068
77,256,OMP,0.001463,0.0004556
78,256,OMP,0.0014558,0.0004318
79,256,OMP,0.0015194,0.000471
80,256,OMP,0.0014948,0.0004426
81,256,OMP,0.0015616,0.0004268
82,256,OMP,0.0015216,0.000456
83,256,OMP,0.001631,0.0004282
84,256,OMP,0.0015856,0.0004436
85,256,OMP,0.001865,0.0004042
86,256,OMP,0.0038376,0.000434
87,256,OMP,0.0020732,0.0004346
88,256,OMP,0.0041114,0.0013556
89,256,OMP,0.0032086,0.000426
90,256,OMP,0.0033624,0.0004108
91,256,OMP,0.003557,0.0004048
92,256,OMP,0.0063118,0.0025028
93,256,OMP,0.0058014,0.0013416
94,256,OMP,0.0087378,0.0050432
95,256,OMP,0.0100134,0.0050754
96,256,OMP,0.0086912,0.0049778
1,512,SEQ,0.0011368,0.0030544
1,512,OMP,0.000866,0.0019794
2,512,OMP,0.0009052,0.0011772
3,512,OMP,0.0008498,0.0009844
4,512,OMP,0.0007556,0.0008392
5,512,OMP,0.0006242,0.0007468
6,512,OMP,0.0006796,0.0006916
7,512,OMP,0.0005268,0.0006558
8,512,OMP,0.0005356,0.0006382
9,512,OMP,0.0005486,0.0006496
10,512,OMP,0.0005304,0.0007074
11,512,OMP,0.0005462,0.0007128
12,512,OMP,0.0005154,0.000822
13,512,OMP,0.0004976,0.000754
14,512,OMP,0.0006172,0.0009148
15,512,OMP,0.0005258,0.0009344
16,512,OMP,0.0005162,0.0009602
17,512,OMP,0.0005344,0.000975
18,512,OMP,0.0005592,0.0010096
19,512,OMP,0.000567,0.0010168
20,512,OMP,0.0005742,0.001083
21,512,OMP,0.0005732,0.0010956
22,512,OMP,0.000606,0.0011328
23,512,OMP,0.000588,0.0011526
24,512,OMP,0.0006556,0.0011968
25,512,OMP,0.0006288,0.0012166
26,512,OMP,0.000668,0.0012332
27,512,OMP,0.0006748,0.0013422
28,512,OMP,0.0006734,0.001394
29,512,OMP,0.0007164,0.0014206
30,512,OMP,0.000761,0.0013832
31,512,OMP,0.000737,0.0014804
32,512,OMP,0.0007988,0.001531
33,512,OMP,0.0008086,0.0014426
34,512,OMP,0.0007992,0.0016078
35,512,OMP,0.000816,0.001558
36,512,OMP,0.0008916,0.0016656
37,512,OMP,0.0008718,0.0016634
38,512,OMP,0.0009064,0.0016534
39,512,OMP,0.0009678,0.0017262
40,512,OMP,0.0009052,0.0018188
41,512,OMP,0.0009508,0.0018444
42,512,OMP,0.0009298,0.0018716
43,512,OMP,0.0009716,0.00185
44,512,OMP,0.00104,0.0019334
45,512,OMP,0.000985,0.0019026
46,512,OMP,0.0010638,0.0020188
47,512,OMP,0.0010416,0.0019398
48,512,OMP,0.001035,0.0021304
49,512,OMP,0.0010576,0.0020502
50,512,OMP,0.0010788,0.0020678
51,512,OMP,0.001081,0.0022436
52,512,OMP,0.0011014,0.0022466
53,512,OMP,0.001105,0.0021944
54,512,OMP,0.001114,0.0023198
55,512,OMP,0.001171,0.0024708
56,512,OMP,0.0011788,0.002389
57,512,OMP,0.0012462,0.0024556
58,512,OMP,0.0012028,0.0024018
59,512,OMP,0.0012158,0.0024066
60,512,OMP,0.0012292,0.0025412
61,512,OMP,0.0012982,0.0024992
62,512,OMP,0.0012582,0.0025696
63,512,OMP,0.0012594,0.0025266
64,512,OMP,0.0013378,0.0025612
65,512,OMP,0.001355,0.002621
66,512,OMP,0.0013566,0.0025536
67,512,OMP,0.0013846,0.0024892
68,512,OMP,0.001554,0.0026164
69,512,OMP,0.0014728,0.0026184
70,512,OMP,0.001529,0.0026796
71,512,OMP,0.0015764,0.0026042
72,512,OMP,0.0015096,0.0025506
73,512,OMP,0.0015186,0.0025286
74,512,OMP,0.0015264,0.0026224
75,512,OMP,0.0016486,0.0026526
76,512,OMP,0.0016434,0.002752
77,512,OMP,0.0015438,0.0026112
78,512,OMP,0.0016176,0.0025862
79,512,OMP,0.0017476,0.0026562
80,512,OMP,0.0017772,0.0027722
81,512,OMP,0.0017042,0.002804
82,512,OMP,0.0017028,0.0025688
83,512,OMP,0.0018006,0.0026784
84,512,OMP,0.0018724,0.002545
85,512,OMP,0.002163,0.0025892
86,512,OMP,0.001995,0.002645
87,512,OMP,0.0025152,0.0026626
88,512,OMP,0.0038886,0.0027218
89,512,OMP,0.0047336,0.0027226
90,512,OMP,0.0039016,0.0026548
91,512,OMP,0.0050266,0.0036122
92,512,OMP,0.0077588,0.0053216
93,512,OMP,0.0089544,0.006401
94,512,OMP,0.0079462,0.0057312
95,512,OMP,0.0082712,0.0063252
96,512,OMP,0.0108664,0.0067514
1,1024,SEQ,0.0050552,0.021889
1,1024,OMP,0.0035262,0.0097576
2,1024,OMP,0.0026368,0.006355
3,1024,OMP,0.0021522,0.0046236
4,1024,OMP,0.0019346,0.0038354
5,1024,OMP,0.00151,0.0031288
6,1024,OMP,0.0015156,0.0026362
7,1024,OMP,0.0014668,0.0023396
8,1024,OMP,0.001331,0.0021002
9,1024,OMP,0.0013046,0.0019604
10,1024,OMP,0.0012492,0.0017328
11,1024,OMP,0.0010926,0.0016256
12,1024,OMP,0.0010994,0.0015656
13,1024,OMP,0.0011146,0.0014376
14,1024,OMP,0.0010758,0.0013858
15,1024,OMP,0.0011338,0.0013522
16,1024,OMP,0.0011252,0.001345
17,1024,OMP,0.0010294,0.001333
18,1024,OMP,0.0010452,0.001306
19,1024,OMP,0.0010458,0.0012742
20,1024,OMP,0.0010582,0.0012276
21,1024,OMP,0.0010512,0.0012268
22,1024,OMP,0.0010656,0.0013824
23,1024,OMP,0.0010338,0.0013638
24,1024,OMP,0.0010508,0.0014524
25,1024,OMP,0.0010162,0.0013232
26,1024,OMP,0.0011278,0.0015368
27,1024,OMP,0.0010328,0.0015172
28,1024,OMP,0.001049,0.0018714
29,1024,OMP,0.0010648,0.0013614
30,1024,OMP,0.0011034,0.0020464
31,1024,OMP,0.0011014,0.001876
32,1024,OMP,0.0011416,0.0014638
33,1024,OMP,0.0011454,0.002282
34,1024,OMP,0.001167,0.0020686
35,1024,OMP,0.0012226,0.0019844
36,1024,OMP,0.0012198,0.0020798
37,1024,OMP,0.00123,0.0018338
38,1024,OMP,0.0011692,0.001805
39,1024,OMP,0.001258,0.0026068
40,1024,OMP,0.001195,0.0026004
41,1024,OMP,0.0012224,0.0022644
42,1024,OMP,0.0012934,0.0016894
43,1024,OMP,0.0012942,0.0032474
44,1024,OMP,0.0012866,0.003187
45,1024,OMP,0.0012818,0.0026084
46,1024,OMP,0.0012688,0.0026072
47,1024,OMP,0.0014248,0.0038978
48,1024,OMP,0.0014166,0.0033912
49,1024,OMP,0.0014312,0.0035018
50,1024,OMP,0.0013848,0.0023736
51,1024,OMP,0.0014538,0.0032922
52,1024,OMP,0.0014658,0.0034054
53,1024,OMP,0.0014376,0.0029072
54,1024,OMP,0.001508,0.003477
55,1024,OMP,0.0015066,0.002541
56,1024,OMP,0.001539,0.0018744
57,1024,OMP,0.0015136,0.0026308
58,1024,OMP,0.0015086,0.0028296
59,1024,OMP,0.0016336,0.0044162
60,1024,OMP,0.0016358,0.0030738
61,1024,OMP,0.0016614,0.001744
62,1024,OMP,0.0016966,0.0045384
63,1024,OMP,0.0016338,0.0031686
64,1024,OMP,0.0016274,0.0041188
65,1024,OMP,0.0017484,0.0039948
66,1024,OMP,0.001699,0.0047056
67,1024,OMP,0.0017146,0.003663
68,1024,OMP,0.0017536,0.003284
69,1024,OMP,0.001798,0.0042506
70,1024,OMP,0.0018678,0.0041522
71,1024,OMP,0.0018924,0.0035244
72,1024,OMP,0.001908,0.0039216
73,1024,OMP,0.0018822,0.0047372
74,1024,OMP,0.0019586,0.0045374
75,1024,OMP,0.0019674,0.003731
76,1024,OMP,0.0019954,0.0031502
77,1024,OMP,0.0020236,0.0042286
78,1024,OMP,0.0020396,0.0037174
79,1024,OMP,0.002046,0.004511
80,1024,OMP,0.0020914,0.0039244
81,1024,OMP,0.0020436,0.003597
82,1024,OMP,0.0021634,0.0052926
83,1024,OMP,0.0020904,0.0062842
84,1024,OMP,0.0025202,0.0053284
85,1024,OMP,0.0021766,0.006046
86,1024,OMP,0.002493,0.0064044
87,1024,OMP,0.0034716,0.0042524
88,1024,OMP,0.0023564,0.0055386
89,1024,OMP,0.0028396,0.0048824
90,1024,OMP,0.0031052,0.0042096
91,1024,OMP,0.0059786,0.0061656
92,1024,OMP,0.0056506,0.0058974
93,1024,OMP,0.0076694,0.0075148
94,1024,OMP,0.004186,0.0076304
95,1024,OMP,0.0082288,0.0094924
96,1024,OMP,0.0087176,0.0102814
1,2048,SEQ,0.0231482,0.118614
1,2048,OMP,0.014459,0.042346
2,2048,OMP,0.0107952,0.0246262
3,2048,OMP,0.0081028,0.0188404
4,2048,OMP,0.0070348,0.015033
5,2048,OMP,0.0058072,0.0125476
6,2048,OMP,0.0051092,0.01082
7,2048,OMP,0.004698,0.0094096
8,2048,OMP,0.0041266,0.0084102
9,2048,OMP,0.0037082,0.0077322
10,2048,OMP,0.0035204,0.0070994
11,2048,OMP,0.0034906,0.0067706
12,2048,OMP,0.0032354,0.0061988
13,2048,OMP,0.0031328,0.005845
14,2048,OMP,0.0030946,0.005511
15,2048,OMP,0.0028708,0.0052388
16,2048,OMP,0.0028092,0.0051232
17,2048,OMP,0.002714,0.0047278
18,2048,OMP,0.0027478,0.00463
19,2048,OMP,0.0027436,0.0049872
20,2048,OMP,0.0026722,0.0049864
21,2048,OMP,0.0025888,0.004927
22,2048,OMP,0.0026794,0.004706
23,2048,OMP,0.0025316,0.004347
24,2048,OMP,0.0025066,0.0052954
25,2048,OMP,0.0026008,0.0042814
26,2048,OMP,0.002467,0.0041324
27,2048,OMP,0.0025156,0.0044628
28,2048,OMP,0.0025424,0.0044016
29,2048,OMP,0.0025822,0.0039986
30,2048,OMP,0.0025156,0.0039904
31,2048,OMP,0.002617,0.0041504
32,2048,OMP,0.0024602,0.0039754
33,2048,OMP,0.0025488,0.0039586
34,2048,OMP,0.0026302,0.0037284
35,2048,OMP,0.002534,0.0039208
36,2048,OMP,0.0026154,0.0034126
37,2048,OMP,0.0026442,0.0036054
38,2048,OMP,0.0027028,0.0036276
39,2048,OMP,0.0027774,0.0040322
40,2048,OMP,0.0028496,0.0034388
41,2048,OMP,0.0027624,0.0036568
42,2048,OMP,0.0026752,0.0038974
43,2048,OMP,0.0026368,0.0035018
44,2048,OMP,0.0029476,0.0033902
45,2048,OMP,0.002898,0.0033096
46,2048,OMP,0.0026946,0.0033314
47,2048,OMP,0.002716,0.0033704
48,2048,OMP,0.0028144,0.0034596
49,2048,OMP,0.0028092,0.0036846
50,2048,OMP,0.0028492,0.0031218
51,2048,OMP,0.0027492,0.0031682
52,2048,OMP,0.002941,0.0033446
53,2048,OMP,0.0027756,0.0031768
54,2048,OMP,0.0028458,0.0031594
55,2048,OMP,0.002686,0.0034266
56,2048,OMP,0.002965,0.0031328
57,2048,OMP,0.0029536,0.0031948
58,2048,OMP,0.0028438,0.0032588
59,2048,OMP,0.0029324,0.0034952
60,2048,OMP,0.0030228,0.0033444
61,2048,OMP,0.0029886,0.003726
62,2048,OMP,0.0028516,0.0042792
63,2048,OMP,0.0028838,0.003827
64,2048,OMP,0.0029108,0.0032756
65,2048,OMP,0.0031078,0.0037164
66,2048,OMP,0.0029724,0.0031474
67,2048,OMP,0.0030112,0.0041922
68,2048,OMP,0.0031372,0.0040144
69,2048,OMP,0.0031706,0.0047958
70,2048,OMP,0.0030646,0.0035764
71,2048,OMP,0.0032676,0.0046276
72,2048,OMP,0.003121,0.0048226
73,2048,OMP,0.0030934,0.0047512
74,2048,OMP,0.0031794,0.0036432
75,2048,OMP,0.0047536,0.0035774
76,2048,OMP,0.0038966,0.0034828
77,2048,OMP,0.0031008,0.0033774
78,2048,OMP,0.0033726,0.0038176
79,2048,OMP,0.0053434,0.0039594
80,2048,OMP,0.003208,0.0042966
81,2048,OMP,0.0039206,0.0050888
82,2048,OMP,0.00487,0.0055048
83,2048,OMP,0.0039308,0.004561
84,2048,OMP,0.0033682,0.004462
85,2048,OMP,0.0039174,0.0041272
86,2048,OMP,0.0033742,0.0041868
87,2048,OMP,0.0048212,0.0041994
88,2048,OMP,0.0034686,0.004919
89,2048,OMP,0.0046144,0.0041338
90,2048,OMP,0.0077154,0.0085384
91,2048,OMP,0.0077134,0.0074878
92,2048,OMP,0.0063544,0.0066914
93,2048,OMP,0.0091656,0.0071126
94,2048,OMP,0.010094,0.0082004
95,2048,OMP,0.0110504,0.0112208
96,2048,OMP,0.0109644,0.01336
1,4096,SEQ,0.4712824,1.2339612
1,4096,OMP,0.0910742,0.2178512
2,4096,OMP,0.0548602,0.1258736
3,4096,OMP,0.0402968,0.0888406
4,4096,OMP,0.0322092,0.0688688
5,4096,OMP,0.0262764,0.055553
6,4096,OMP,0.0227698,0.0467158
7,4096,OMP,0.020292,0.0403674
8,4096,OMP,0.0175364,0.0357068
9,4096,OMP,0.016516,0.0329904
10,4096,OMP,0.0151924,0.0299928
11,4096,OMP,0.0144072,0.0278986
12,4096,OMP,0.0134246,0.0260998
13,4096,OMP,0.012872,0.0241076
14,4096,OMP,0.0119434,0.0223976
15,4096,OMP,0.0116056,0.0224428
16,4096,OMP,0.0112574,0.021259
17,4096,OMP,0.0106562,0.020006
18,4096,OMP,0.0105364,0.0198862
19,4096,OMP,0.010209,0.0184344
20,4096,OMP,0.0099268,0.0190714
21,4096,OMP,0.0097418,0.0183356
22,4096,OMP,0.0095822,0.0188136
23,4096,OMP,0.0092968,0.0187446
24,4096,OMP,0.0092476,0.0160384
25,4096,OMP,0.0089956,0.017502
26,4096,OMP,0.0089748,0.0152638
27,4096,OMP,0.008846,0.0170184
28,4096,OMP,0.008723,0.0153538
29,4096,OMP,0.0088968,0.0162788
30,4096,OMP,0.0085424,0.0167144
31,4096,OMP,0.0086178,0.0163256
32,4096,OMP,0.0086126,0.0160914
33,4096,OMP,0.0085252,0.0158572
34,4096,OMP,0.008429,0.015229
35,4096,OMP,0.0085476,0.016921
36,4096,OMP,0.0084462,0.0144426
37,4096,OMP,0.0086508,0.0148354
38,4096,OMP,0.0084638,0.0143316
39,4096,OMP,0.0085616,0.0175394
40,4096,OMP,0.0085342,0.0147134
41,4096,OMP,0.0082248,0.0158892
42,4096,OMP,0.008536,0.015408
43,4096,OMP,0.0089042,0.016648
44,4096,OMP,0.008789,0.014722
45,4096,OMP,0.0085186,0.0146738
46,4096,OMP,0.0082768,0.0146406
47,4096,OMP,0.0083224,0.0144986
48,4096,OMP,0.0087852,0.0147086
49,4096,OMP,0.0083114,0.0146138
50,4096,OMP,0.0086498,0.01407
51,4096,OMP,0.008534,0.0152564
52,4096,OMP,0.0085964,0.0135854
53,4096,OMP,0.0084794,0.0139404
54,4096,OMP,0.0085498,0.0132978
55,4096,OMP,0.008497,0.0138314
56,4096,OMP,0.0087684,0.014083
57,4096,OMP,0.0085622,0.015296
58,4096,OMP,0.00893,0.0131902
59,4096,OMP,0.008587,0.0132758
60,4096,OMP,0.008986,0.0130364
61,4096,OMP,0.0085568,0.013559
62,4096,OMP,0.008886,0.0137512
63,4096,OMP,0.0088094,0.0144598
64,4096,OMP,0.0086768,0.0127022
65,4096,OMP,0.0086144,0.0137112
66,4096,OMP,0.0087626,0.0126362
67,4096,OMP,0.0086526,0.0141274
68,4096,OMP,0.0088858,0.0128446
69,4096,OMP,0.00911,0.013575
70,4096,OMP,0.00899,0.0132116
71,4096,OMP,0.0088014,0.0136108
72,4096,OMP,0.0089578,0.015082
73,4096,OMP,0.0090388,0.0155398
74,4096,OMP,0.008988,0.0154822
75,4096,OMP,0.0088116,0.0149552
76,4096,OMP,0.0090964,0.0153078
77,4096,OMP,0.0089092,0.014957
78,4096,OMP,0.0088694,0.0161358
79,4096,OMP,0.0090908,0.016117
80,4096,OMP,0.0088514,0.0164454
81,4096,OMP,0.0097522,0.0166458
82,4096,OMP,0.0088838,0.0153808
83,4096,OMP,0.0089306,0.0155182
84,4096,OMP,0.0111706,0.018148
85,4096,OMP,0.0091186,0.0154612
86,4096,OMP,0.010821,0.0156948
87,4096,OMP,0.0107714,0.0151378
88,4096,OMP,0.0121204,0.0140602
89,4096,OMP,0.0110636,0.0133336
90,4096,OMP,0.0134394,0.0158572
91,4096,OMP,0.0134388,0.0130136
92,4096,OMP,0.0137168,0.0172176
93,4096,OMP,0.012572,0.015143
94,4096,OMP,0.0151328,0.016114
95,4096,OMP,0.0149124,0.0171898
96,4096,OMP,0.0175248,0.018913
